SITE,DATE,Date,WEIR-REP,Watershed,Sample,,Sample Location 
Hubbard Brook ,7/29/2019,7/29/2019,W9-05,9,ST190715,,
Hubbard Brook ,8/5/2019,8/5/2019,W9-05,9,ST190755,,
Hubbard Brook ,8/12/2019,8/12/2019,W9-05,9,ST190795,,
Hubbard Brook ,8/19/2019,8/19/2019,W9-05,9,ST190835,,
Hubbard Brook ,8/26/2019,8/26/2019,W9-05,9,ST190875,,
Hubbard Brook ,9/3/2019,9/3/2019,W9-05,9,ST190915,,
Hubbard Brook ,9/9/2019,9/9/2019,W9-05,9,ST190955,,
Hubbard Brook ,9/16/2019,9/16/2019,W9-05,9,ST191995,,
Hubbard Brook ,9/23/2019,9/23/2019,W9-05,9,ST191035,,
Hubbard Brook ,9/30/2019,9/30/2019,W9-05,9,ST191075,,
Hubbard Brook ,10/7/2019,10/7/2019,W9-05,9,ST191115,,
Hubbard Brook ,10/15/2019,10/15/2019,W9-05,9,ST191155,,
Hubbard Brook ,10/21/2019,10/21/2019,W9-05,9,ST191195,,
Hubbard Brook ,10/28/2019,10/28/2019,W9-05,9,ST191235,,
Hubbard Brook ,11/4/2019,11/4/2019,W9-05,9,ST191275,,
Hubbard Brook ,11/11/2019,11/11/2019,W9-05,9,ST191315,,
Hubbard Brook ,11/18/2019,11/18/2019,W9-05,9,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W9-05,9,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W9-05,9,,NS,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,12/3/2019,12/3/2019,,,,,
,12/3/2019,12/3/2019,,,,,
,12/3/2019,12/3/2019,,,,,
,12/3/2019,12/3/2019,,,,,
,12/3/2019,12/3/2019,,,,,
,12/3/2019,12/3/2019,,,,,
