refNo,site,date,timeEST,pH,pHmetrohm,DIC,spCond,temp,ANC960,ANCMet,gageHt,hydroGraph,flowGageHt,precipCatch,fieldCode,notes,archived,uniqueID,waterYr,datetime,Ca,Mg,K,Na,TMAl,OMAl,Al_ICP,SO4,Cl,PO4,DOC,TDN,DON,SiO2,Mn,Fe,F,cationCharge,anionCharge,theoryCond,ionError,duplicate,sampleType,ionBalance,NO3_N,NH4_N
11553,W1,11/27/2013,3:00:00,5.51,NA,NA,15.3,0.5,6.1,NA,0.24, L ,2.1019,NA,888,NA,NA,W1_20131127_0300,2013,11/27/2013 3:00,1.4263,0.2104,0.1319,0.727,0.0623,0.0319,0.0906,2.5873,0.4014,0.0015,1.8906,0.7828,0.0377,5.154,0.0069,0.0025,0.0325,134.055,-132.11,18.0164,0.0146,NA,ISCO,1.9451,0.717425212,0.00768726
11554,W1,11/27/2013,6:00:00,5.52,NA,NA,13.8,0.4,6.7,NA,0.41, R ,7.8898,NA,888,NA,NA,W1_20131127_0600,2013,11/27/2013 6:00,1.3063,0.1854,0.1911,0.6825,0.0625,0.0333,0.1001,2.2597,0.6848,0.0015,1.8969,0.6907,0.0719,4.2796,0.0091,0.0025,0.083,125.3726,-126.4824,17.1024,-0.0088,NA,ISCO,-1.1098,0.61333203,0.005435436
11551,W1,11/27/2013,9:00:00,5.36,NA,NA,15.1,1.1,4.9,NA,0.84, R ,46.3939,NA,NA,NA,NA,W1_20131127_0900,2013,11/27/2013 9:00,1.4676,0.1881,0.3984,0.7041,0.097,0.0509,0.135,2.17,0.3562,0.0015,2.6324,0.8422,0.0402,3.901,0.0204,0.0025,0.0325,144.9958,-127.7889,18.7364,0.1262,NA,ISCO,17.207,0.761294344,0.004503647
11555,W1,11/27/2013,10:20:00,5.39,NA,NA,16.3,2.1,2.7,NA,0.96, R ,64.521,NA,888,NA,NA,W1_20131127_1020,2013,11/27/2013 10:20,1.6024,0.2173,0.4194,0.571,0.1024,0.0566,0.1601,2.2476,0.3974,0.0015,3.0004,1.1325,0.0542,4.4183,0.0283,0.0025,0.0325,149.1966,-149.341,20.5098,-0.001,NA,Grab,-0.1444,1.029298145,0.004658945
11556,W1,11/27/2013,12:00:00,5.25,NA,NA,20,2.6,3.4,NA,0.99, R ,69.6162,NA,888,NA,NA,W1_20131127_1200,2013,11/27/2013 12:00,1.6781,0.2241,0.4363,0.605,0.1263,0.063,0.1672,1.9868,0.364,0.0015,3.0494,1.2225,0.0592,4.6541,0.033,0.0059,0.0325,159.4605,-151.9024,21.7046,0.0485,NA,ISCO,7.5581,1.141207352,0.002018876
11557,W1,11/27/2013,18:00:00,5.17,NA,NA,20,3.6,2.9,NA,0.84, F ,46.3939,NA,888,NA,NA,W1_20131127_1800,2013,11/27/2013 18:00,1.8087,0.2116,0.3332,0.6021,0.1304,0.0608,0.1863,2.0907,0.3819,0.0015,3.1074,1.3176,0.064,4.9976,0.0327,0.0025,0.0325,164.0502,-161.1216,22.9496,0.018,NA,ISCO,2.9286,1.235925823,0.005746033
11558,W1,11/27/2013,21:00:00,5.19,NA,NA,18.6,3.2,3.4,NA,0.72, F ,31.7032,NA,888,NA,NA,W1_20131127_2100,2013,11/27/2013 21:00,1.8079,0.2117,0.2968,0.6136,0.1329,0.0578,0.1765,2.0944,0.3853,0.0015,2.9148,1.2789,0.0622,5.0797,0.0308,0.0052,0.0325,163.7238,-158.3319,22.6371,0.0335,NA,ISCO,5.3919,1.20088925,0.007920207
11561,W1,11/29/2013,14:40:00,5.36,NA,NA,15,0.6,2,NA,0.34, L ,4.9687,NA,NA,NA,NA,W1_20131129_1440,2013,11/29/2013 14:40,1.6672,0.2037,0.1668,0.6579,0.0949,0.0411,0.1314,2.3614,0.3995,0.0015,2.2418,1.0855,0.0524,5.3246,0.0173,0.0025,0.0325,147.9007,-146.0554,20.3241,0.0126,NA,Grab,1.8453,1.012220357,0.002018876
11576,W1,12/2/2013,12:00:00,5.39,NA,NA,15.5,2,4.8,NA,0.27, L ,2.8116,NA,888,NA,NA,W1_20131202_1200,2013,12/2/2013 12:00,1.5776,0.199,0.1729,0.7933,0.0868,0.0384,0.0831,2.4653,0.4017,0.0015,2.102,1.0042,0.0481,5.3862,0.0115,0.0025,0.0325,148.0544,-143.3735,19.9548,0.0321,NA,ISCO,4.6809,0.914068257,0.004193051
11566,W1,12/2/2013,12:30:00,5.41,NA,76,13.6,1.6,3.4,NA,0.27, L ,2.8116,NA,NA,NA,NA,W1_20131202_1230,2013,12/2/2013 12:30,1.637,0.2025,0.1575,0.7838,0.0823,0.0369,0.1084,2.6366,0.435,0.0015,2.0957,0.9865,0.0476,5.2311,0.0124,0.0025,0.0325,150.1821,-146.1016,20.2649,0.0275,NA,Routine,4.0806,0.909211479,0.009240242
11579,W1,12/3/2013,12:00:00,5.41,NA,NA,15.5,2.7,4.3,NA,0.27, L ,2.8116,NA,NA,NA,NA,W1_20131203_1200,2013,12/3/2013 12:00,1.5234,0.1924,0.13,0.6519,0.0755,0.0368,0.1083,2.5324,0.3918,0.0015,2.0774,0.9518,0.0461,5.1262,0.0105,0.0025,0.0325,136.7016,-141.4096,19.1117,-0.0339,NA,ISCO,-4.708,0.879619016,0.012346205
11580,W1,12/4/2013,12:00:00,5.43,NA,NA,15.6,1.7,3.4,NA,0.24, L ,2.1019,NA,NA,NA,NA,W1_20131204_1200,2013,12/4/2013 12:00,1.5906,0.2042,0.1261,0.6854,0.0794,0.0376,0.1177,2.4409,0.3829,0.0015,1.9489,0.8954,0.0432,5.4779,0.0104,0.0025,0.0325,141.9085,-134.3184,18.9188,0.055,NA,ISCO,7.5901,0.832090358,0.002018876
11581,W1,12/5/2013,12:00:00,5.44,NA,NA,15.7,2.1,4.7,NA,0.24, L ,2.1019,NA,NA,NA,NA,W1_20131205_1200,2013,12/5/2013 12:00,1.5257,0.1964,0.1167,0.6711,0.0777,0.0367,0.1207,2.5277,0.3915,0.0015,2.0278,0.9357,0.0448,5.3178,0.0094,0.0025,0.0325,136.8847,-139.5704,18.9441,-0.0194,NA,ISCO,-2.6857,0.853211696,0.002018876
11582,W1,12/6/2013,12:00:00,5.41,NA,NA,16,3.3,4.8,NA,0.36, L ,5.7221,NA,NA,NA,NA,W1_20131206_1200,2013,12/6/2013 12:00,1.5698,0.2027,0.2396,0.7153,0.0776,0.0396,0.1124,2.625,0.4092,0.0015,2.2403,0.9252,0.0444,5.4496,0.0134,0.0025,0.0325,145.4036,-142.5631,19.7176,0.0197,NA,ISCO,2.8406,0.84347555,0.008619049
11583,W1,12/9/2013,12:20:00,5.44,NA,38,16,0.1,2.6,NA,0.244, L ,2.1895,NA,NA,NA,NA,W1_20131209_1220,2013,12/9/2013 12:20,1.6863,0.2144,0.139,0.801,0.0773,0.0356,0.1055,2.5818,0.4017,0.0015,2.0004,1.0042,0.0485,5.4277,0.0106,0.0025,0.0325,153.2661,-143.8962,20.2011,0.0631,NA,Routine,9.3699,0.925317911,0.011802662
11604,W1,12/16/2013,11:20:00,5.51,NA,51,15.1,0.2,2.9,NA,0.19, L ,1.1804,NA,NA,NA,NA,W1_20131216_1120,2013,12/16/2013 11:20,1.5729,0.2153,0.12,0.8806,0.0602,0.0291,0.1147,2.5679,0.4037,0.0031,1.8055,0.9039,0.0439,5.4856,0.0071,0.0149,0.0325,148.0765,-137.171,19.2168,0.0765,NA,Routine,10.9055,0.841623197,0.009939083
11616,W1,12/23/2013,11:45:00,5.38,NA,NA,17.3,1.5,2.5,NA,0.37, L ,6.1228,NA,NA,NA,NA,W1_20131223_1145,2013,12/23/2013 11:45,1.758,0.2169,0.1399,0.7742,0.0845,0.0347,0.1511,2.3002,0.3965,0.0034,1.9252,1.1605,0.0567,5.0978,0.0191,0.0128,0.0325,157.2675,-149.6025,20.9741,0.05,NA,Routine,7.665,1.093520566,0.012268556
11632,W1,12/30/2013,11:35:00,5.48,NA,NA,15.7,0.4,3.6,NA,0.235, L ,1.9954,NA,NA,NA,NA,W1_20131230_1135,2013,12/30/2013 11:35,1.4514,0.1896,0.1326,0.8683,0.0781,0.0321,0.1299,2.4698,0.3724,0.0015,1.7546,0.9562,0.0461,5.1489,0.0089,0.0159,0.0325,142.0145,-136.9929,18.9203,0.036,NA,Routine,5.0215,0.876072438,0.011569714
11652,W1,1/7/2014,10:00:00,5.34,NA,34,18.2,0.1,3.3,NA,0.42, L ,8.3737,NA,NA,NA,NA,W1_20140107_1000,2013,1/7/2014 10:00,1.8667,0.2177,0.1487,0.704,0.1156,0.0355,0.1655,2.1653,0.3533,0.0015,1.8739,1.3436,0.0645,4.9561,0.0222,0.0157,0.0325,163.2303,-155.7741,21.9538,0.0467,NA,Routine,7.4562,1.23136271,0.004348349
11653,W1,1/7/2014,10:00:00,5.34,NA,34,18.2,0.1,3.3,NA,0.42, L ,8.3737,NA,NA,NA,NA,W1_20140107_1000_Dup,2013,1/7/2014 10:00,1.8644,0.216,0.1444,0.6814,0.1244,0.0358,0.1722,2.3532,0.3443,0.0015,1.838,1.3485,0.065,4.9386,0.022,0.0125,0.0325,162.6894,-160.6095,22.3325,0.0129,Dup,Routine,2.0799,1.250360619,0.002018876
11667,W1,1/13/2014,10:40:00,5.26,NA,32,17.7,1.1,0.7,NA,0.415, F ,8.1296,NA,NA,NA,NA,W1_20140113_1040,2013,1/13/2014 10:40,1.8408,0.2213,0.1555,0.6219,0.1118,0.0424,0.183,2.2131,0.3447,0.0015,2.0263,1.2763,1.1125,5.8905,0.0255,0.0025,0.0325,159.6084,-77.8886,16.5181,0.6882,NA,Routine,81.7198,0.155642801,0.008153154
11683,W1,1/20/2014,11:15:00,5.33,NA,37,17.1,0.4,1.7,NA,0.27, L ,2.8116,NA,NA,NA,NA,W1_20140120_1115,2013,1/20/2014 11:15,1.7787,0.2063,0.1371,0.6882,0.0997,0.0381,0.1742,3.084,0.4831,0.0015,1.6392,1.047,-0.4083,5.5342,0.0155,0.0025,0.0325,155.396,-191.3257,24.2914,-0.2073,NA,Routine,-35.9297,1.448923786,0.006367225
11695,W1,1/27/2014,10:35:00,5.4,NA,75,17.9,0.1,4.1,NA,0.325, L ,4.4447,NA,NA,NA,NA,W1_20140127_1035,2013,1/27/2014 10:35,1.8082,0.2186,0.1291,0.7276,0.0828,0.0328,0.1216,2.3895,0.7028,0.0015,1.845,1.1283,0.0553,5.4714,0.0117,0.0025,0.072,158.4269,-158.3689,21.5898,4.00E-04,NA,Routine,0.058,1.055027775,0.028885461
11710,W1,2/3/2014,10:30:00,5.45,NA,76,16.9,0.3,5.5,NA,0.165, L ,0.8331,NA,NA,NA,NA,W1_20140203_1030,2013,2/3/2014 10:30,1.902,0.2397,0.1628,0.951,0.0633,0.0286,0.1123,2.5786,0.4226,0.0015,1.9664,1.0204,0.0502,5.7821,0.0142,0.0025,0.0325,170.8909,-151.3294,21.6465,0.1214,NA,Routine,19.5615,0.983870326,0.002018876
11729,W1,2/10/2014,12:40:00,5.5,NA,69,16.4,0.6,4.3,NA,0.15, L ,0.6583,NA,NA,NA,NA,W1_20140210_1240,2013,2/10/2014 12:40,1.6639,0.2233,0.1451,0.7881,0.0682,0.031,0.099,2.649,0.407,0.0015,1.7552,0.9476,0.0467,5.6882,0.0118,0.0025,0.0325,150.771,-145.0282,20.0088,0.0388,NA,Routine,5.7428,0.912871005,0.008696698
11745,W1,2/17/2014,12:45:00,5.5,NA,61,16.4,0.9,6.2,NA,0.14, L ,0.5552,NA,NA,NA,NA,W1_20140217_1245,2013,2/17/2014 12:45,1.6387,0.2397,0.1519,0.8872,0.0612,0.03,0.0958,2.7547,0.413,0.0015,1.7528,0.8995,0.0442,6.131,0.0061,0.0025,0.0325,155.0376,-145.0319,20.1497,0.0667,NA,Routine,10.0057,0.853279465,0.015296871
11761,W1,2/24/2014,14:35:00,5.5,NA,61,16.1,1.1,7.8,NA,0.152, L ,0.6802,NA,NA,NA,NA,W1_20140224_1435,2013,2/24/2014 14:35,1.4569,0.21,0.1198,0.7724,0.0617,0.0288,0.0986,2.7812,0.4408,0.0015,1.6866,0.8826,0.0424,5.4412,0.0043,0.0025,0.0325,136.8064,-144.819,19.1343,-0.0569,NA,Routine,-8.0126,0.813792728,0.002018876
11772,W1,3/3/2014,11:50:00,5.62,NA,51,16,1,9.3,NA,0.135, L ,0.5075,NA,NA,NA,NA,W1_20140303_1150,2013,3/3/2014 11:50,1.4018,0.208,0.1356,0.8237,0.053,0.0285,0.093,2.7672,0.4188,0.0015,1.7425,0.8312,0.0804,5.6687,0.0029,0.0025,0.0325,135.0734,-140.7772,18.4276,-0.0414,NA,Routine,-5.7038,0.745029784,0.005746033
11787,W1,3/10/2014,10:10:00,5.62,NA,54,15.4,1.1,6.3,NA,0.125, L ,0.4196,NA,NA,NA,NA,W1_20140310_1010,2013,3/10/2014 10:10,1.4373,0.2196,0.16,0.9335,0.0531,0.0245,0.0978,2.85,0.3866,0.0042,1.7719,0.7748,0.0378,5.8703,0.0034,0.0053,0.0325,143.7133,-137.5978,18.7151,0.0435,NA,Routine,6.1155,0.725309006,0.012734451
11803,W1,3/17/2014,10:35:00,5.6,NA,53,15.8,1.1,7.6,NA,0.135, L ,0.5075,NA,NA,NA,NA,W1_20140317_1035,2013,3/17/2014 10:35,1.4236,0.2198,0.1335,0.8484,0.0515,0.0226,0.0965,2.8751,0.431,0.0015,1.8667,0.7735,0.0374,5.8847,0.0025,0.0057,0.0325,138.7979,-139.6774,18.5886,-0.0063,NA,Routine,-0.8795,0.708457115,0.015607467
11819,W1,3/24/2014,11:40:00,5.67,NA,52,15.3,1.1,9.6,NA,0.13, L ,0.4623,NA,NA,NA,NA,W1_20140324_1140,2013,3/24/2014 11:40,1.3767,0.2197,0.1302,0.8515,0.0442,0.0244,0.0829,2.8425,0.4206,0.0015,1.7431,0.7364,0.0784,5.867,0.0025,0.0025,0.0325,134.6642,-136.0091,17.9594,-0.0099,NA,Routine,-1.3448,0.651350438,0.006600173
11820,W1,3/24/2014,11:40:00,5.67,NA,52,15.3,1.1,9.6,NA,0.13, L ,0.4623,NA,NA,NA,NA,W1_20140324_1140_Dup,2013,3/24/2014 11:40,1.3819,0.219,0.1256,0.8261,0.0459,0.0227,0.0946,2.8425,0.4227,0.0015,1.7722,0.7389,0.0839,5.8493,0.0022,0.0025,0.0325,133.7511,-136.102,17.9242,-0.0174,Dup,Routine,-2.351,0.649769161,0.005280138
11835,W1,3/31/2014,10:35:00,5.49,NA,55,16.6,0.9,4.5,NA,0.331, L ,4.6501,NA,NA,NA,NA,W1_20140331_1035,2013,3/31/2014 10:35,1.6892,0.2338,0.1684,0.7817,0.0681,0.0297,0.1112,2.5858,0.4324,0.0015,1.7806,1.0103,0.0491,5.0204,0.0173,0.0025,0.0325,153.1981,-147.1225,20.3164,0.0405,NA,Routine,6.0757,0.945987456,0.00768726
11847,W1,4/1/2014,15:00:00,5.56,NA,NA,16.6,1.2,6.3,NA,0.33, L ,4.6155,NA,NA,NA,NA,W1_20140401_1500,2013,4/1/2014 15:00,1.7108,0.2381,0.1723,0.7734,0.0819,0.0313,0.1302,2.411,0.5239,0.0015,2.0574,1.0613,0.051,4.8811,0.0162,0.0025,0.0859,155.7063,-150.6422,20.4695,0.0331,NA,ISCO,5.0641,0.965550107,0.011569714
11849,W1,4/2/2014,15:00:00,5.44,NA,NA,17.3,1.6,4.9,NA,0.34, L ,4.9687,NA,NA,NA,NA,W1_20140402_1500,2013,4/2/2014 15:00,1.8582,0.247,0.1648,0.7673,0.1031,0.0329,0.141,2.4548,0.4757,0.0015,1.9255,1.2278,0.0593,5.0272,0.0195,0.0025,0.0672,166.1316,-160.348,22.1406,0.0354,NA,ISCO,5.7837,1.13659906,0.005590734
11851,W1,4/3/2014,15:00:00,5.37,NA,NA,17,1.4,3.5,NA,0.36, L ,5.7221,NA,NA,NA,NA,W1_20140403_1500,2013,4/3/2014 15:00,1.8135,0.2436,0.1726,0.7475,0.0911,0.0302,0.136,2.3405,0.484,0.0015,1.9025,1.1929,0.0577,4.8996,0.018,0.0054,0.0713,162.0159,-154.9237,21.7286,0.0448,NA,ISCO,7.0922,1.111885965,0.002018876
11853,W1,4/4/2014,15:00:00,5.33,NA,NA,15.8,1.3,3,NA,0.41, L ,7.8898,NA,NA,NA,NA,W1_20140404_1500,2013,4/4/2014 15:00,1.812,0.2357,0.173,0.7558,0.0975,0.0307,0.1306,2.113,0.4344,0.0032,1.9057,1.1572,0.0554,4.7272,0.0197,0.0025,0.0325,163.3125,-144.0513,21.0845,0.1253,NA,ISCO,19.2611,1.050058048,0.009550838
11855,W1,4/5/2014,15:00:00,5.26,NA,NA,16.1,0.4,2.8,NA,0.45, L ,9.9295,NA,NA,NA,NA,W1_20140405_1500,2013,4/5/2014 15:00,1.8091,0.2305,0.1651,0.6862,0.1179,0.0334,0.1784,2.2592,0.4523,0.0015,1.9817,1.2865,0.0624,4.6823,0.0239,0.0025,0.0325,162.3997,-158.6481,22.4021,0.0234,NA,ISCO,3.7516,1.204571366,0.006677822
11857,W1,4/6/2014,15:00:00,5.25,NA,NA,16.1,2,2.4,NA,0.45, L ,9.9295,NA,NA,NA,NA,W1_20140406_1500,2013,4/6/2014 15:00,1.7966,0.2267,0.1631,0.6772,0.1217,0.0344,0.1791,2.2268,0.4474,0.0015,1.9898,1.2651,0.0616,4.6596,0.0216,0.0025,0.0325,161.5684,-156.6542,22.2601,0.0309,NA,ISCO,4.9142,1.193050636,0.006677822
11869,W1,4/7/2014,0:00:00,5.22,NA,NA,17.2,1,2.1,NA,0.55, L ,16.3,NA,888,NA,NA,W1_20140407_0000,2013,4/7/2014 0:00,1.8609,0.2175,0.1111,1.3088,0.1414,0.0381,0.0914,2.1529,0.4493,0.0015,2.0247,1.3618,0.0664,4.6472,0.0262,0.0025,0.0325,192.6739,-161.7586,24.3377,0.1744,NA,ISCO,30.9152,1.287068827,0.005513085
11861,W1,4/7/2014,8:30:00,5.29,NA,41,17.3,1.4,3.8,NA,0.412, F ,7.9852,NA,NA,NA,NA,W1_20140407_0830,2013,4/7/2014 8:30,1.8358,0.2268,0.1843,0.7979,0.1178,0.0375,0.1374,2.2641,0.4128,0.0015,1.8788,1.2933,0.0636,4.9153,0.0215,0.0025,0.0325,168.5338,-160.8832,22.7612,0.0464,NA,Routine,7.6506,1.243199695,0.008463751
11879,W1,4/8/2014,3:00:00,5.19,NA,NA,17,0.8,2.2,NA,0.62, R ,21.9128,NA,888,NA,NA,W1_20140408_0300,2013,4/8/2014 3:00,1.8293,0.2104,0.2294,0.7537,0.1468,0.039,0.1574,2.077,0.5389,0.0015,2.3298,1.3277,0.065,4.4425,0.0287,0.0025,0.0325,170.6987,-162.6672,23.4299,0.0482,NA,ISCO,8.0315,1.263778881,0.009473189
11880,W1,4/8/2014,4:00:00,5.17,NA,NA,16.9,0.4,-3,NA,0.71, R ,30.6266,NA,888,NA,NA,W1_20140408_0400,2013,4/8/2014 4:00,1.8127,0.2098,0.2479,0.7206,0.1429,0.0401,0.1725,1.978,0.4401,0.0015,2.1625,1.3499,0.0654,4.3456,0.031,0.0025,0.0729,168.2031,-151.756,22.7723,0.1028,NA,ISCO,16.4471,1.263394857,0.002018876
11877,W1,4/8/2014,7:00:00,5.13,NA,NA,17.7,0.1,2.4,NA,0.89, P ,53.5161,NA,NA,NA,NA,W1_20140408_0700,2013,4/8/2014 7:00,1.876,0.2077,0.2826,0.6213,0.1757,0.0494,0.2309,1.958,0.4046,0.0015,2.4317,1.4395,0.0687,4.3214,0.0395,0.0025,0.0325,172.0468,-160.2021,23.6926,0.0713,NA,ISCO,11.8447,1.307083271,0.002018876
11881,W1,4/8/2014,12:00:00,5.07,NA,NA,18.3,0.4,2.5,NA,0.74, F ,33.923,NA,888,NA,NA,W1_20140408_1200,2013,4/8/2014 12:00,1.8947,0.2025,0.305,0.6791,0.1728,0.0462,0.2271,2.0582,0.4413,0.0015,2.4233,1.449,0.07,4.5695,0.0363,0.0025,0.0675,176.4254,-166.3287,24.7136,0.0589,NA,ISCO,10.0968,1.348377181,0.002018876
11882,W1,4/8/2014,15:00:00,5.18,NA,NA,18.2,0.9,1.9,NA,0.71, F ,30.6266,NA,888,NA,NA,W1_20140408_1500,2013,4/8/2014 15:00,1.8846,0.2042,0.243,0.6854,0.1369,0.0436,0.177,2.0641,0.3671,0.0015,2.3773,1.413,0.0699,4.5821,0.0368,0.0025,0.0325,169.019,-165.8145,23.62,0.0191,NA,ISCO,3.2045,1.380386739,0.004425998
11888,W1,4/9/2014,15:00:00,5.2,NA,NA,17.4,2.6,5.5,NA,0.56, L ,17.0418,NA,NA,NA,NA,W1_20140409_1500,2013,4/9/2014 15:00,1.7889,0.1932,0.1913,0.6012,0.1382,0.0408,0.1755,2.1383,0.371,0.0015,2.2456,1.336,0.0662,4.5888,0.0276,0.0025,0.0325,158.4067,-165.0029,22.795,-0.0408,NA,ISCO,-6.5962,1.304643588,0.007299014
11889,W1,4/10/2014,15:00:00,5.22,NA,NA,17.3,3.7,3.1,NA,0.59, R ,19.3863,NA,NA,NA,NA,W1_20140410_1500,2013,4/10/2014 15:00,1.7891,0.1919,0.1906,0.6128,0.1382,0.0402,0.1854,2.1568,0.3703,0.0015,2.1893,1.3059,0.0647,4.5382,0.0256,0.0025,0.0325,158.2967,-160.7607,22.487,-0.0154,NA,ISCO,-2.464,1.277626347,0.0042707
11890,W1,4/11/2014,15:00:00,5.16,NA,NA,17,2.7,3.3,NA,0.86, L ,49.1703,NA,NA,NA,NA,W1_20140411_1500,2013,4/11/2014 15:00,1.7502,0.1832,0.2337,0.5739,0.1458,0.0474,0.2179,2.0415,0.3497,0.0015,2.4705,1.345,0.0655,4.2241,0.0339,0.0025,0.0325,157.121,-158.541,22.4705,-0.009,NA,ISCO,-1.42,1.265834541,0.008929645
11891,W1,4/12/2014,15:00:00,5.15,NA,NA,16.9,4.1,1.1,NA,0.86, L ,49.1703,NA,NA,NA,NA,W1_20140412_1500,2013,4/12/2014 15:00,1.74,0.1785,0.2383,0.6088,0.1516,0.0479,0.1907,2.0795,0.356,0.0015,2.5418,1.2725,0.0627,4.1995,0.0321,0.0025,0.0325,158.7331,-154.8529,22.3976,0.0247,NA,ISCO,3.8801,1.226415573,0.009783785
11892,W1,4/13/2014,15:00:00,5.16,NA,NA,16.8,2.6,1.6,NA,0.62, L ,21.9128,NA,NA,NA,NA,W1_20140413_1500,2013,4/13/2014 15:00,1.6873,0.1738,0.1957,0.558,0.1721,0.0466,0.2289,2.2276,0.3494,0.0015,2.4128,1.209,0.0603,4.373,0.0269,0.0025,0.0325,154.2279,-155.5944,22.2177,-0.0088,NA,ISCO,-1.3665,1.198268849,0.005513085
11896,W1,4/14/2014,11:10:00,5.11,NA,28,17.2,5.6,0.5,NA,0.717, R ,31.3779,NA,NA,NA,NA,W1_20140414_1110,2013,4/14/2014 11:10,1.7959,0.1853,0.2278,0.7881,0.1588,0.0494,0.205,1.9887,0.3387,0.0015,2.3654,1.2853,0.0621,4.3968,0.0299,0.0025,0.0325,170.529,-148.7814,22.8509,0.1362,NA,Routine,21.7476,1.19546773,0.002018876
11899,W1,4/14/2014,15:00:00,5.08,NA,NA,17.2,5,0.1,NA,0.86, P ,49.1703,NA,888,NA,NA,W1_20140414_1500,2013,4/14/2014 15:00,1.7211,0.1741,0.2388,0.5216,0.189,0.0544,0.2329,2.0816,0.3672,0.0015,2.6721,1.2945,0.0641,3.896,0.0353,0.0025,0.0325,159.2018,-156.9452,23.0138,0.0143,NA,ISCO,2.2567,1.255578832,0.012035609
11911,W1,4/15/2014,15:00:00,5.09,NA,NA,16.7,4.5,-12.3,NA,1.21, R ,114.2803,NA,911,NA,NA,W1_20140415_1500,2013,4/15/2014 15:00,1.6348,0.1721,0.4772,0.4545,0.1744,0.0773,0.2443,1.9306,0.3693,0.0015,3.7349,1.1854,0.0582,3.4172,0.0506,0.0025,0.0325,155.7832,-138.1985,21.6678,0.1196,NA,ISCO,17.5848,1.135446987,0.00768726
11914,W1,4/17/2014,15:00:00,5.16,NA,NA,16.8,4.5,4.3,NA,0.44, L ,9.3933,NA,NA,NA,NA,W1_20140417_1500,2013,4/17/2014 15:00,1.6254,0.1701,0.1263,1.1237,0.152,0.0459,0.0902,2.2287,0.391,0.0015,2.5669,1.1227,0.0547,4.4257,0.0255,0.0025,0.0325,172.1849,-149.7485,22.4582,0.1394,NA,ISCO,22.4363,1.051006814,0.015918063
11915,W1,4/18/2014,15:00:00,5.24,NA,NA,15.5,5.1,2.6,NA,0.38, L ,6.5397,NA,NA,NA,NA,W1_20140418_1500,2013,4/18/2014 15:00,1.6339,0.1748,0.2532,0.6172,0.1414,0.0445,0.1785,2.2573,0.3324,0.0015,2.4312,1.0975,0.0537,4.5497,0.0228,0.0025,0.0325,151.8173,-145.2885,20.8933,0.0439,NA,ISCO,6.5288,1.036662376,0.015452169
11916,W1,4/19/2014,15:00:00,5.27,NA,NA,15.3,3.7,4.2,NA,0.34, L ,4.9687,NA,NA,NA,NA,W1_20140419_1500,2013,4/19/2014 15:00,1.6259,0.177,0.2337,0.5918,0.1271,0.0404,0.1804,2.3147,0.3667,0.0015,2.3391,1.0779,0.0529,4.6224,0.0199,0.0025,0.0325,147.9493,-147.7029,20.7008,0.0017,NA,ISCO,0.2465,1.02423806,0.014365082
11917,W1,4/20/2014,15:00:00,5.3,NA,NA,15,7.4,2.2,NA,0.32, L ,4.2777,NA,NA,NA,NA,W1_20140420_1500,2013,4/20/2014 15:00,1.6417,0.1844,0.234,0.6221,0.1218,0.0416,0.1668,2.3927,0.3593,0.0015,2.3599,1.0584,0.0522,4.7906,0.0182,0.0025,0.0325,149.5878,-146.615,20.6647,0.0201,NA,ISCO,2.9727,1.015721756,0.012423854
11922,W1,4/21/2014,9:55:00,5.28,NA,31,15.6,4.7,2.9,NA,0.32, L ,4.2777,NA,NA,NA,NA,W1_20140421_0955,2013,4/21/2014 9:55,1.6383,0.1782,0.2128,0.5928,0.1056,0.0397,0.1423,2.3414,0.4177,0.0015,2.2246,1.084,0.0523,4.5827,0.0171,0.0025,0.0325,145.303,-146.1168,20.4459,-0.0056,NA,Routine,-0.8139,1.000293013,0.009317891
11931,W1,4/21/2014,15:00:00,5.29,NA,NA,15.3,8.1,1.9,NA,0.3, L ,3.6474,NA,888,NA,NA,W1_20140421_1500,2013,4/21/2014 15:00,1.6842,0.1855,0.1247,1.0407,0.122,0.0401,0.0988,2.4674,0.376,0.0015,2.4189,1.0568,0.0528,4.7496,0.0173,0.0025,0.0325,167.3436,-150.6446,21.8462,0.105,NA,ISCO,16.699,1.0438233,0.012346205
11936,W1,4/22/2014,15:00:00,5.26,NA,NA,15.5,8,1.6,NA,0.34, L ,4.9687,NA,NA,NA,NA,W1_20140422_1500,2013,4/22/2014 15:00,1.6726,0.1837,0.2483,0.6715,0.1238,0.0415,0.1339,2.5215,0.3526,0.0015,2.3367,1.0494,0.0515,4.5993,0.018,0.0025,0.0325,154.2206,-147.1629,21.1529,0.0468,NA,ISCO,7.0578,0.998531019,0.011414416
11938,W1,4/23/2014,15:00:00,5.3,NA,NA,14.7,5.5,4.6,NA,0.32, L ,4.2777,NA,NA,NA,NA,W1_20140423_1500,2013,4/23/2014 15:00,1.5965,0.1766,0.2337,0.5951,0.1188,0.0408,0.15,2.5265,0.3508,0.0015,2.4024,0.9607,0.0471,4.4371,0.0163,0.0025,0.0325,145.2078,-144.3196,20.2019,0.0061,NA,ISCO,0.8883,0.911334908,0.013045047
